date,gdp,unemp,ffr,infl,inv,cons,lab,lab_share,lab_prod,tfp,rr_1,ad
1959,9.783859065,5.833333333,0.6425,0.002328861,8.393556683,9.131853828,17.54282047,4.735276971,3.487680842,3.296762364,,
1959.25,9.802285047,5.1,0.770833333,0.001529193,8.447489353,9.140636534,17.55095953,4.731873319,3.497325409,3.297409703,,
1959.5,9.798737961,5.266666667,0.894166667,0.003843226,8.400371019,9.14865027,17.54234858,4.732243269,3.498687003,3.330238293,,
1959.75,9.797182146,5.6,0.9975,0.003949812,8.398815204,9.156627416,17.54442998,4.739910847,3.495446393,3.362023334,,
1960,9.813508139,5.133333333,0.983333333,0.003994679,8.474097364,9.155728102,17.52611905,4.736987611,3.518506231,3.414607069,,
1960.25,9.802119058,5.233333333,0.924166667,0.002533785,8.403752116,9.163460063,17.54350001,4.757006762,3.502820924,3.409413536,,
1960.5,9.802008384,5.533333333,0.734166667,0.003428472,8.383190831,9.155744789,17.54106854,4.753021064,3.508765459,3.427108763,,
1960.75,9.785154366,6.266666667,0.574166667,0.002937916,8.289045138,9.159665833,17.52569139,4.767365563,3.495416057,3.45260317,,
1961,9.788525534,6.8,0.500833333,0.002152982,8.283447637,9.16676835,17.5212876,4.762396132,3.508286403,3.448001448,,
1961.25,9.801510196,7,0.433333333,0.002327178,8.327476921,9.172276342,17.5192639,4.748447681,3.534270336,3.467297183,,
1961.5,9.816348895,6.766666667,0.420833333,0.002559601,8.385057168,9.1700853,17.50971313,4.738319005,3.551139217,3.48676327,,
1961.75,9.83145435,6.2,0.6,0.00314587,8.404337994,9.181366659,17.51458012,4.736698323,3.559653067,3.461194356,,
1962,9.845593574,5.633333333,0.614166667,0.005142615,8.439096506,9.18588117,17.51749026,4.731758783,3.575906705,3.490657148,,
1962.25,9.851088384,5.533333333,0.651666667,0.001649485,8.436394548,9.195236988,17.52131403,4.738879063,3.571896099,3.478081259,,
1962.5,9.859431166,5.566666667,0.711666667,0.002058037,8.440613614,9.199718762,17.52485833,4.728210489,3.588395916,3.514823642,,
1962.75,9.85869937,5.533333333,0.730833333,0.002053811,8.427407643,9.206694133,17.5134941,4.730550952,3.595749396,3.548754946,,
1963,9.866252866,5.766666667,0.741666667,0.00438687,8.459755797,9.206540461,17.51731151,4.732155198,3.598653826,3.544214888,,
1963.25,9.874161723,5.733333333,0.740833333,0.001749374,8.475794781,9.21251321,17.52054873,4.729209168,3.606204117,3.546307317,,
